rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
145,54568,LONG,"Wow, you must be tired from the long flight.",0,(big) amount of time,1,1,0,,,0,,長い,,0,adjective,0,,1.0,"The Japanese word '長い' (nagai) is indeed in the grammatical form of an adjective. Specifically, it is an i-adjective, which is a type of adjective in Japanese that ends with the syllable 'い' (i). This word means ""long"" in English.",
145,71252,LONG,What a long checkout line!,0,not short,1,1,0,,,0,,長い,,0,adjective,0,,1.0,"The Japanese word ""長い"" (nagai) is indeed in the grammatical form of an adjective. It is an ""i-adjective,"" which is a common type of adjective in Japanese that ends with the syllable ""い"" (i). This word means ""long"" in English. If you have other words you'd like to check, feel free to list them!",
146,4919,MOVE,"Let's move to New York, Helen.",0,to change a place of living or work,1,1,0,,,0,,移動する、移転する,"No. The word '移動する' typically means to move in terms of changing position or location temporarily, like moving an object or oneself from one place to another. '移転する' is often used for moving locations in a more formal or business context, such as relocating a company. For moving to a new home or city, as in the context of ""Let's move to New York,"" a more appropriate translation would be '引っ越す' (hikkosu).",1,verb,0,,1.0,"Both of the Japanese words you listed, '移動する' and '移転する', are in the grammatical form of verbs. In Japanese, the suffix 'する' is used to turn nouns or noun phrases into verbs, indicating an action or process. Therefore, both words are verbs. 

- '移動する' means ""to move"" or ""to transfer.""
- '移転する' means ""to relocate"" or ""to transfer.""

If you have any more questions about Japanese grammar or vocabulary, feel free to ask!",
146,11120,MOVE,"We'd better move, they're coming.",0,action,1,1,0,,,0,,動かす,"No. The word '動かす' (ugokasu) means 'to move' in the sense of moving an object or causing something to move. In the context of the sentence 'We'd better move, they're coming,' the word 'move' refers to changing location or position, which would be better translated as '移動する' (idou suru) or simply '行く' (iku) in Japanese.",1,noun,1,"No. In the sentence 'We'd better move, they're coming.', the word 'move' is used as a verb. It indicates an action that the subject 'we' should take, which is to change position or location.",1.0,"The Japanese word ""動かす"" (ugokasu) is a verb, not a noun. It means ""to move"" or ""to shift"" something. If you're looking for a noun form related to this verb, you might consider ""動き"" (ugoki), which means ""movement"" or ""motion.""",
146,10647,MOVE,They have also decided to move into English as their office language.,0,to go or proceed from one point to another,1,1,0,,,0,,動く,"No. The Japanese word '動く' (ugoku) means 'to move' in the sense of physical movement or motion. In the context of the sentence 'They have also decided to move into English as their office language,' the word 'move' refers to a transition or change, which would be better translated as '移行する' (ikou suru) or '切り替える' (kirikaeru) in Japanese.",1,verb,0,,1.0,"The Japanese word ""動く"" (ugoku) is in the grammatical form of a verb. It means ""to move"" or ""to operate."" In Japanese, verbs typically end in ""u"" sounds, and ""動く"" fits this pattern as it ends with ""ku.""",
147,49534,OWN,I have my own business.,0,belonging to a person or thing,1,1,0,,,0,,～自身の,,0,adjective,0,,1.0,"The Japanese expression ""～自身の"" (jishin no) is not in the grammatical form of an adjective. Instead, it functions as a possessive pronoun or a possessive phrase. The word ""自身"" (jishin) means ""self"" or ""oneself,"" and when combined with ""の"" (no), it indicates possession or association, similar to ""one's own"" in English. This phrase is used to modify nouns, but it itself is not an adjective.",
148,54626,HOUSE,I'll be at your house before 7.,0,a building where people live,1,1,0,,,0,,家,,0,noun,0,,1.0,"The Japanese word '家' (ie) is primarily used as a noun, meaning ""house"" or ""home."" In some contexts, it can also be part of compound words or phrases, but its fundamental grammatical form is that of a noun.",
149,24154,ACTIVITY,...which is a popular tourist activity in the area.,0,something done to achieve a goal or have fun,1,1,0,,,0,,活動,,0,noun,0,,1.0,"The Japanese word ""活動"" (katsudou) is primarily used as a noun, meaning ""activity"" or ""action."" It is not typically used in other grammatical forms such as a verb or adjective. Therefore, in the context you've provided, ""活動"" is indeed in the grammatical form of a noun.",
150,45385,STORY,This is a true story.,0,a description of people and events,1,1,0,,,0,,話,,0,noun,0,,1.0,"The Japanese word '話' (pronounced ""hanashi"" or ""wa"") is primarily used as a noun. It means ""story,"" ""talk,"" or ""conversation."" In some contexts, it can also be part of compound words or phrases, but its core usage is as a noun.",
151,2440,LISTEN,I will listen to your opinion of my friends.,0,to give attention and hear something,1,1,0,,,0,,聴く,,0,verb,0,,1.0,"The Japanese word '聴く' (kiku) is indeed in the grammatical form of a verb. It means ""to listen"" or ""to hear"" and is used when referring to listening attentively, such as to music or a lecture. If you have any other words you'd like to check, feel free to ask!",
152,4136,PRODUCT,We haven't received the new product yet.,0,something made or grown to be sold,1,1,0,,,0,,製品,,0,noun,0,,1.0,"The Japanese word ""製品"" (seihin) is a noun, meaning ""product"" or ""manufactured goods."" It is not in the grammatical form of any other part of speech.",
153,69381,NIGHT,People sleep at night.,0,the part of the day when it is dark,1,1,0,,,0,,夜,,0,noun,0,,1.0,"The Japanese word ""夜"" (yoru) is primarily used as a noun, meaning ""night."" In typical usage, it functions as a noun and does not have other grammatical forms like verbs or adjectives.",
154,68450,UP,Where did you grow up?,0,so as to be completed or done,1,1,0,,,0,,終わって,"No. The Japanese word '終わって' means 'finished' or 'ended,' and it does not convey the concept of 'up' in the context of growing up. A more appropriate translation for 'grow up' in this context would be '育つ' (sodatsu).",1,adverb,0,,1.0,"The Japanese word '終わって' (owatte) is not in the grammatical form of an adverb. It is the te-form of the verb '終わる' (owaru), which means ""to end"" or ""to finish."" The te-form is often used to connect verbs in a sequence, to request actions, or to form compound sentences, but it is not an adverb.",
154,36275,UP,We look up.,0,to a higher place or position,1,1,0,,,0,,上へ、上方に,,0,adverb,0,,1.0,"The Japanese words '上へ' (ue e) and '上方に' (jōhō ni) are both used as adverbs in certain contexts. 

- '上へ' (ue e) means ""up"" or ""upward"" and is used to indicate direction, functioning as an adverb.
- '上方に' (jōhō ni) also means ""upward"" or ""above"" and can function as an adverb to describe the direction or position.

Both can be used adverbially, but their usage might vary slightly based on context.",
155,4636,HOUR,I walked in the forest for about an hour.,0,a period of 60 minutes,1,1,0,,,0,,時間,"No. The Japanese word '時間' (jikan) means 'time' or 'period of time' and is often used to refer to the concept of time in general or a duration. For the specific context of 'an hour,' the more appropriate word would be '一時間' (ichijikan), which directly translates to 'one hour.'",1,noun,0,,1.0,"The Japanese word '時間' (jikan) is primarily used as a noun, meaning ""time"" or ""hours."" It is not typically used in other grammatical forms, such as verbs or adjectives. If you have a specific context in mind, feel free to provide it, and I can offer more detailed information.",
156,2079,BUSINESS,I hate traveling for business.,0,the work of buying or selling for money,1,1,0,,,0,,仕事,,0,noun,0,,1.0,"The Japanese word ""仕事"" (shigoto) is primarily used as a noun, meaning ""work"" or ""job."" It is not typically used in other grammatical forms like verbs or adjectives.",
157,38872,PUT,I put it in my tent.,0,to place something somewhere,1,1,0,,,0,,置く,,0,verb,0,,1.0,"The Japanese word ""置く"" (oku) is in the grammatical form of a verb. It means ""to place"" or ""to put."" In its base form, it is a verb and can be conjugated into various forms to express different tenses and grammatical nuances.",
158,2660,WEAR,Will you wear this dress on Tuesday?,0,"to put on clothes, jewelry or makeup",1,1,0,,,0,,着る、身に着ける,,0,verb,0,,1.0,"Both '着る' (kiru) and '身に着ける' (mi ni tsukeru) are in the grammatical form of verbs in Japanese.

- '着る' is a verb that means ""to wear"" or ""to put on"" (clothes).
- '身に着ける' is a verb that means ""to wear"" or ""to put on"" (accessories or items).

If you have any more questions about Japanese grammar or vocabulary, feel free to ask!",
159,69402,GROUP,It's just a small group of friends.,0,a unit of people or things,1,1,0,,,0,,仲間、集団,,0,noun,0,,1.0,"Both of the Japanese words you listed, 仲間 (nakama) and 集団 (shūdan), are indeed nouns. 

- 仲間 refers to a companion, comrade, or group of friends.
- 集団 means a group or mass of people.

Both words function as nouns in sentences.",
160,3116,GROW,﻿Children grow.,0,to increase in size or amount,1,1,0,,,0,,伸びる、成長する,,0,verb,0,,1.0,"Both of the Japanese words you listed, 伸びる (nobiru) and 成長する (seichou suru), are in the grammatical form of verbs.

- 伸びる (nobiru) is an intransitive verb meaning ""to stretch,"" ""to extend,"" or ""to grow.""
- 成長する (seichou suru) is a verb phrase where 成長 (seichou) is a noun meaning ""growth,"" and する (suru) is a verb meaning ""to do."" Together, 成長する means ""to grow"" or ""to develop.""

Therefore, both are verbs in their given forms.",
161,44814,HUMAN,Privacy is a human right.,0,relating to people,1,1,0,,,0,,人間,,0,adjective,0,,1.0,"The Japanese word '人間' (ningen) means ""human"" or ""person"" and is a noun. It is not an adjective, so it does not have an adjectival form. If you are looking for an adjective related to '人間,' you might consider '人間的' (ningenteki), which means ""human-like"" or ""humane"" and functions as an adjective.",
161,588,HUMAN,"Try. Keep trying, keep learning. Human nature. You learn.",0,a person,1,1,0,,,0,,人間,,0,noun,1,"No. In the sentence, ""human"" is used as an adjective modifying the noun ""nature."" It describes the type of nature being referred to.",1.0,"The Japanese word '人間' (ningen) is primarily used as a noun, meaning ""human"" or ""person."" It does not have other grammatical forms such as verbs or adjectives. In Japanese, nouns do not change form based on grammatical usage, so '人間' remains a noun in all contexts.",
162,2989,CREATE,"Together, we can create a better world.",0,to make something happen or exist,1,1,0,,,0,,作る、作り出す,,0,verb,0,,1.0,"Both of the Japanese words you listed, 作る (tsukuru) and 作り出す (tsukuridashu), are in the grammatical form of verbs. 作る means ""to make"" or ""to create,"" and 作り出す means ""to produce"" or ""to bring forth."" Both are verbs in their dictionary form.",
